ProteinId.t1,Name,SC16a,CcL,CcD,PFAM annotation,GO annotation (terminal nodes only),KEGG annotation,SignalP/SmallSecretedProteins,Transcription factors,Transmembrane domains,MEROPS proteases,Manual annotations,Secondary metabolism,SC16a -> CcL: Up/Down,SC16a -> CcL: q value,"SC16a -> CcL: : q-value <= 0.05, fold change >= 2, and >= 1 sample with >= 4 expression value?",SC16a -> CcD: Up/Down,SC16a -> CcD: q value,"SC16a -> CcD: : q-value <= 0.05, fold change >= 2, and >= 1 sample with >= 4 expression value?",CcL -> CcD: Up/Down,CcL -> CcD: q value,"CcL -> CcD: : q-value <= 0.05, fold change >= 2, and >= 1 sample with >= 4 expression value?"
Ophio5|7886.t1,,54.6813,45.4624,22.4351,PF00005.22|ABC_tran;PF00005.22|ABC_tran;PF00664.18|ABC_membrane;PF00664.18|ABC_membrane,"GO:0016887|ATPase activity;GO:0016021|integral component of membrane;GO:0055085|transmembrane transport;GO:0005524|ATP binding;GO:0042626|ATPase activity, coupled to transmembrane movement of substances;GO:0006810|transport",,SignalP: has predicted secretion signal,,14,,,,Down,0.499199,No,Down,0.000285532,Yes,Down,0.00262723,Yes
Ophio5|7887.t1,,36.5104,65.5398,38.1493,PF00004.24|AAA,GO:0005524|ATP binding,,,,,,,,Up,0.00747545,No,Up,0.876087,No,Down,0.0156709,No
Ophio5|7888.t1,,39.4355,82.2545,64.4267,PF04111.7|APG6,GO:0006914|autophagy,,,,,,,,Up,0.000997454,Yes,Up,0.0269784,No,Down,0.319174,No
Ophio5|7889.t1,,9.65058,35.0589,14.1936,PF10384.4|Scm3,GO:0005634|nucleus,,,,,,,,Up,0.000285532,Yes,Up,0.134234,No,Down,0.000285532,Yes
Ophio5|789.t1,,8.70139,2.13925,1.96561,,,,,,,,,,Down,0.0874579,No,Down,0.0820592,No,Down,0.945516,No
Ophio5|7890.t1,,86.9512,162.955,100.674,PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr;PF01636.18|APH,GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation,,,,,,,,Up,0.00516177,No,Up,0.563048,No,Down,0.0366772,No
Ophio5|7891.t1,,204.096,19.9237,23.1728,PF00005.22|ABC_tran;PF00664.18|ABC_membrane,"GO:0016887|ATPase activity;GO:0016021|integral component of membrane;GO:0055085|transmembrane transport;GO:0005524|ATP binding;GO:0042626|ATPase activity, coupled to transmembrane movement of substances;GO:0006810|transport",,,,5,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Up,0.562909,No
Ophio5|7892.t1,,60.9543,126.865,109.255,PF03798.11|TRAM_LAG1_CLN8;PF08390.6|TRAM1,GO:0016021|integral component of membrane,,,,8,,,,Up,0.000997454,Yes,Up,0.00549944,No,Down,0.554749,No
Ophio5|7893.t1,,257.076,2.35648,61.8506,PF04389.12|Peptidase_M28;PF02225.17|PA,GO:0006508|proteolysis;GO:0008233|peptidase activity,,SignalP: has predicted secretion signal,,,M28A;M28E,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Up,0.000285532,Yes
Ophio5|7894.t1,,163.198,1037.8,491.799,,,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.000535012,Yes
Ophio5|7895.t1,,185.094,918.848,441.741,,,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.000285532,Yes
Ophio5|7896.t1,,154.608,685.797,292.392,PF00665.21|rve,GO:0015074|DNA integration,,,,,A11X,,,Up,0.000285532,Yes,Up,0.00338933,No,Down,0.000285532,Yes
Ophio5|7897.t1,,140.703,136.166,93.8529,PF00083.19|Sugar_tr;PF07690.11|MFS_1,GO:0022857|transmembrane transporter activity;GO:0016021|integral component of membrane;GO:0055085|transmembrane transport,,,,9,,,,Down,0.918562,No,Down,0.0789386,No,Down,0.138878,No
Ophio5|7898.t1,,48.5213,53.0154,65.1809,PF05347.10|Complex1_LYR,,,,,,,,,Up,0.796784,No,Up,0.312107,No,Up,0.50083,No
Ophio5|7899.t1,,82.2763,84.4334,106.211,PF01491.11|Frataxin_Cyay,GO:0016226|iron-sulfur cluster assembly;GO:0008199|ferric iron binding,,,,,,,,Up,0.950727,No,Up,0.463783,No,Up,0.50866,No
Ophio5|79.t1,,72.9004,55.7506,23.4826,PF02602.10|HEM4,GO:0033014|tetrapyrrole biosynthetic process;GO:0004852|uroporphyrinogen-III synthase activity,,,,,,,,Down,0.304003,No,Down,0.000285532,Yes,Down,0.00164691,Yes
Ophio5|790.t1,,4.57575,2.84011,1.72017,,,,,,,,,,Down,0.685863,No,Down,0.451044,No,Down,1,No
Ophio5|7900.t1,,76.9027,93.4171,107.367,PF01217.15|Clat_adaptor_s,,,,,,,,,Up,0.492412,No,Up,0.200754,No,Up,0.624299,No
Ophio5|7901.t1,,66.0921,116.389,115.527,,,,,,1,,,,Up,0.101087,No,Up,0.0991678,No,Down,0.985023,No
Ophio5|7902.t1,,92.8388,72.5268,68.3689,PF07690.11|MFS_1;PF06813.8|Nodulin-like,GO:0016021|integral component of membrane;GO:0055085|transmembrane transport,,,,11,,,,Down,0.300185,No,Down,0.194151,No,Down,0.831656,No
Ophio5|7903.t1,,61.236,85.5971,53.6282,PF07819.8|PGAP1;PF12695.2|Abhydrolase_5;PF12697.2|Abhydrolase_6,"GO:0006886|intracellular protein transport;GO:0016788|hydrolase activity, acting on ester bonds;GO:0006505|GPI anchor metabolic process",,,,8,,,,Up,0.186228,No,Down,0.626157,No,Down,0.0482059,No
Ophio5|7904.t1,,113.03,125.177,115.098,PF01399.22|PCI,GO:0005515|protein binding,,,,,,,,Up,0.736322,No,Up,0.954161,No,Down,0.790874,No
Ophio5|7905.t1,,72.0997,61.3052,94.9985,PF00240.18|ubiquitin,GO:0005515|protein binding,,,,,,,,Down,0.568423,No,Up,0.274158,No,Up,0.0744972,No
Ophio5|7906.t1,,0.18356,1.26586,0.732904,PF00501.23|AMP-binding;PF00550.20|PP-binding;PF13193.1|AMP-binding_C,GO:0003824|catalytic activity;GO:0008152|metabolic process,,,,5,,,Part of secondary metabolism cluster 29;Secondary metabolism. Type: NRPS-like,Up,1,No,Up,1,No,Down,1,No
Ophio5|7907.t1,,20.961,65.6889,33.658,,,,,,,,,,Up,0.00446104,Yes,Up,0.272538,No,Down,0.0941228,No
Ophio5|7908.t1,,13.0028,133.147,48.0589,,,,,,,,,,Up,0.00121735,Yes,Up,0.0328031,Yes,Down,0.0170221,Yes
Ophio5|7909.t1,,123.219,51.2697,46.3641,PF03721.9|UDPG_MGDP_dh_N;PF03721.9|UDPG_MGDP_dh_N,"GO:0051287|NAD binding;GO:0055114|oxidation-reduction process;GO:0016616|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",,,,2,,,,Down,0.000997454,Yes,Down,0.000285532,Yes,Down,0.756711,No
Ophio5|791.t1,,2.91432,0,0.640515,,,,,,,,,,Down,0.00121735,No,Down,0.395253,No,Up,1,No
Ophio5|7910.t1,,32.6687,14.0962,6.83769,,,,,,,,,,Down,0.0291094,Yes,Down,0.000535012,Yes,Down,0.111072,No
Ophio5|7911.t1,,103.266,245.558,148.138,,,,,,1,,,,Up,0.000285532,Yes,Up,0.115472,No,Down,0.030829,No
Ophio5|7912.t1,,44.8402,42.2807,43.2152,,,,,,,,,,Down,0.899182,No,Down,0.93375,No,Up,0.961954,No
Ophio5|7913.t1,,83.2003,69.7438,57.0078,PF13429.1|TPR_15,,,,,,,,,Down,0.503766,No,Down,0.107419,No,Down,0.420622,No
Ophio5|7914.t1,,210.298,247.109,201.423,PF01399.22|PCI,GO:0005515|protein binding,,,,,,,,Up,0.545633,No,Down,0.888176,No,Down,0.432063,No
Ophio5|7915.t1,,34.0066,71.8468,49.479,PF00005.22|ABC_tran;PF00005.22|ABC_tran;PF00385.19|Chromo,GO:0016887|ATPase activity;GO:0005524|ATP binding,,,,,,,,Up,0.00204693,Yes,Up,0.0991678,No,Down,0.138552,No
Ophio5|7916.t1,,89.1115,91.5009,84.4037,PF01529.15|zf-DHHC,GO:0008270|zinc ion binding,,,"Zinc finger, DHHC-type",4,,,,Up,0.933664,No,Down,0.850324,No,Down,0.786103,No
Ophio5|7917.t1,,294.544,272.367,249.032,,,,,,1,,,,Down,0.779196,No,Down,0.496985,No,Down,0.747757,No
Ophio5|7918.t1,,213.358,105.282,158.829,PF12710.2|HAD;PF00702.21|Hydrolase;PF08282.7|Hydrolase_3;PF13419.1|HAD_2,,,,,,,,,Down,0.00164691,Yes,Down,0.24484,No,Up,0.0791045,No
Ophio5|7919.t1,,181.934,3.26464,6.79909,PF01507.14|PAPS_reduct,GO:0003824|catalytic activity;GO:0008152|metabolic process,,,,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Up,0.110694,No
Ophio5|792.t1,,6.36854,0.492102,1.2095,,,,,,,,,,Down,0.275209,No,Down,0.220598,No,Up,1,No
Ophio5|7920.t1,,0,0,0,,,,,,,A11A,,,=,1,No,=,1,No,=,1,No
Ophio5|7921.t1,,2.70461,0,0.622253,,,,,,,A11A,,,Down,0.000285532,No,Down,0.081258,No,Up,1,No
Ophio5|7922.t1,,36.8298,44.4138,56.3801,PF02676.9|TYW3,,,,,,,,,Up,0.522715,No,Up,0.0923677,No,Up,0.388118,No
Ophio5|7923.t1,,191.487,307.182,304.36,PF07956.6|DUF1690,,,,,,,,,Up,0.0343442,No,Up,0.040444,No,Down,0.973687,No
Ophio5|7924.t1,,68.01,276.74,131.903,PF01794.14|Ferric_reduct;PF08030.7|NAD_binding_6;PF08022.7|FAD_binding_8,GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process,,,,6,,,,Up,0.000285532,Yes,Up,0.00338933,No,Down,0.00319905,Yes
Ophio5|7925.t1,,42.441,9.12717,15.89,PF00590.15|TP_methylase;PF13241.1|NAD_binding_7,GO:0019354|siroheme biosynthetic process;GO:0008168|methyltransferase activity;GO:0043115|precorrin-2 dehydrogenase activity;GO:0055114|oxidation-reduction process;GO:0008152|metabolic process;GO:0006779|porphyrin-containing compound biosynthetic process,,,,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Up,0.047106,No
Ophio5|7926.t1,,42.515,79.8282,100.706,PF09243.5|Rsm22,GO:0006412|translation;GO:0008168|methyltransferase activity,,,,,,,,Up,0.0167501,No,Up,0.000285532,Yes,Up,0.433932,No
Ophio5|7927.t1,,0,0,0,,,,,,,,,,=,1,No,=,1,No,=,1,No
Ophio5|7928.t1,,0,0,0,,,,,,,,,,=,1,No,=,1,No,=,1,No
Ophio5|7929.t1,,0,0,0,,,,SignalP: has predicted secretion signal; SSP: small secreted protein,,,,,,=,1,No,=,1,No,=,1,No
Ophio5|793.t1,,294.568,114.235,112.634,PF05529.7|Bap31,GO:0005783|endoplasmic reticulum;GO:0006886|intracellular protein transport;GO:0016021|integral component of membrane,,,,3,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Down,0.964565,No
Ophio5|7930.t1,,0,0,0,,,,SignalP: has predicted secretion signal,,,,,,=,1,No,=,1,No,=,1,No
Ophio5|7931.t1,,0,0.211273,0.0623141,,,,,,1,,,,Up,1,No,Up,1,No,Down,1,No
Ophio5|7932.t1,,0,73.5568,0.921643,,,,SignalP: has predicted secretion signal; SSP: small secreted protein,,1,,,,Up,0.000285532,Yes,Up,1,No,Down,0.0426283,Yes
Ophio5|7933.t1,,1.4169,4.79963,0,,,,SignalP: has predicted secretion signal; SSP: small secreted protein,,,,,,Up,0.0590631,No,Down,0.000285532,No,Down,0.000285532,Yes
Ophio5|7934.t1,,157.765,125.85,174.673,PF00085.15|Thioredoxin,GO:0045454|cell redox homeostasis,,,,,,,,Down,0.352088,No,Up,0.698656,No,Up,0.154546,No
Ophio5|7935.t1,,37.8769,28.2434,23.6967,,,,,,1,,,,Down,0.372174,No,Down,0.130553,No,Down,0.625507,No
Ophio5|7936.t1,,97.9719,129.026,111.526,PF08449.6|UAA;PF03151.11|TPT,GO:0055085|transmembrane transport,,,,9,,,,Up,0.238602,No,Up,0.612497,No,Down,0.563553,No
Ophio5|7937.t1,,46.2957,77.6955,51.6397,PF00320.22|GATA,"GO:0008270|zinc ion binding;GO:0006355|regulation of transcription, DNA-templated;GO:0043565|sequence-specific DNA binding;GO:0003700|sequence-specific DNA binding transcription factor activity",,,GATA type zinc finger,,,,,Up,0.0188206,No,Up,0.675199,No,Down,0.0706267,No
Ophio5|7938.t1,,64.9157,126.952,88.344,,,,,,1,,,,Up,0.042405,No,Up,0.401517,No,Down,0.277118,No
Ophio5|7939.t1,,100.705,166.636,177.555,PF00125.19|Histone,GO:0003677|DNA binding,,,,,,,,Up,0.0384081,No,Up,0.0178495,No,Up,0.828236,No
Ophio5|794.t1,,26.7946,23.237,23.2979,PF00856.23|SET,GO:0005515|protein binding,,,,,,,,Down,0.574264,No,Down,0.593327,No,Up,0.992914,No
Ophio5|7940.t1,,3.3976,6.07034,8.11334,,,,,,2,,,,Up,0.182224,No,Up,0.0267437,Yes,Up,0.504786,No
Ophio5|7941.t1,,37.095,24.1977,19.2929,PF15410.1|PH_9;PF01369.15|Sec7,GO:0005086|ARF guanyl-nucleotide exchange factor activity;GO:0032012|regulation of ARF protein signal transduction,,,,,,,,Down,0.0642126,No,Down,0.00533195,No,Down,0.384594,No
Ophio5|7942.t1,,4.19847,9.90826,13.6503,,,,,,,,,,Up,0.110198,No,Up,0.0275997,Yes,Up,0.491563,No
Ophio5|7943.t1,,130.064,1170.17,520.205,,,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.00223648,Yes
Ophio5|7944.t1,,55.799,75.0261,67.1837,PF00788.18|RA,GO:0007165|signal transduction,,,,,,,,Up,0.221234,No,Up,0.471442,No,Down,0.679398,No
Ophio5|7945.t1,,20.8969,16.3001,20.405,,,,,,1,,,,Down,0.531402,No,Down,0.957754,No,Up,0.589481,No
Ophio5|7946.t1,,29.4112,19.7379,31.5054,,,,,,,,,,Down,0.130553,No,Up,0.824521,No,Up,0.0722713,No
Ophio5|7947.t1,,138.341,92.8975,85.8148,,,,,,,,,,Down,0.108362,No,Down,0.0521636,No,Down,0.802486,No
Ophio5|7948.t1,,49.1784,53.3485,40.0267,,,,,,,,,,Up,0.852032,No,Down,0.591746,No,Down,0.450938,No
Ophio5|7949.t1,,4.57172,0.498895,1.16057,PF01375.12|Enterotoxin_a,GO:0005576|extracellular region;GO:0009405|pathogenesis;GO:0003824|catalytic activity,,SignalP: has predicted secretion signal,,,,,,Down,0.00164691,Yes,Down,0.00185084,Yes,Up,1,No
Ophio5|795.t1,,8.22162,3.17807,5.67816,,,,,,,,,,Down,0.264249,No,Down,0.625174,No,Up,0.524936,No
Ophio5|7950.t1,,39.0752,48.272,53.7901,PF00566.13|RabGAP-TBC,GO:0032313|regulation of Rab GTPase activity;GO:0005097|Rab GTPase activator activity,,,,,,,,Up,0.369447,No,Up,0.167197,No,Up,0.682499,No
Ophio5|7951.t1,,76.983,100.57,99.2523,PF00076.17|RRM_1;PF00076.17|RRM_1;PF14259.1|RRM_6;PF14259.1|RRM_6;PF13893.1|RRM_5,GO:0003676|nucleic acid binding,,,,,,,,Up,0.277395,No,Up,0.29515,No,Down,0.964535,No
Ophio5|7952.t1,,67.4661,33.9602,30.7669,PF01699.19|Na_Ca_ex;PF01699.19|Na_Ca_ex,GO:0016021|integral component of membrane;GO:0055085|transmembrane transport,,,,10,,,,Down,0.00549944,No,Down,0.000285532,Yes,Down,0.750506,No
Ophio5|7953.t1,,20.5926,21.5878,10.5963,PF03639.8|Glyco_hydro_81,"GO:0052861|glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group;GO:0016998|cell wall macromolecule catabolic process;GO:0052862|glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group",,SignalP: has predicted secretion signal,,,,,,Up,0.871398,No,Down,0.00650469,No,Down,0.00338933,Yes
Ophio5|7954.t1,,7.34688,1.91588,17.2383,PF00248.16|Aldo_ket_red,,,,,,,,,Down,0.00714526,Yes,Up,0.014705,Yes,Up,0.000285532,Yes
Ophio5|7955.t1,,4.66844,10.2169,4.05958,,,,,,,,,,Up,0.0386451,Yes,Down,0.788206,No,Down,0.0281737,Yes
Ophio5|7956.t1,,7.18135,2.14668,7.18853,,,,,,1,,,,Down,0.126152,No,Up,0.970792,No,Up,0.120139,No
Ophio5|7957.t1,,53.241,50.642,50.019,PF04802.10|SMK-1,,,,,,,,,Down,0.865843,No,Down,0.821912,No,Down,0.968614,No
Ophio5|7958.t1,,73.8096,138.734,137.588,PF09440.5|eIF3_N;PF01399.22|PCI,GO:0005515|protein binding,,,,,,,,Up,0.00682395,No,Up,0.00533195,No,Down,0.978763,No
Ophio5|7959.t1,,41.4585,56.6007,114.24,,,,,,,,,,Up,0.328783,No,Up,0.000285532,Yes,Up,0.00950223,Yes
Ophio5|796.t1,,207.762,72.2583,65.489,PF13805.1|Pil1,,,,,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Down,0.722467,No
Ophio5|7960.t1,,168.403,77.4664,58.7993,PF01388.16|ARID,GO:0005622|intracellular;GO:0003677|DNA binding,,,AT-rich interaction region,,,,,Down,0.00262723,Yes,Down,0.000285532,Yes,Down,0.279014,No
Ophio5|7961.t1,,33.5197,43.3558,30.4336,,,,,,,,,,Up,0.352487,No,Down,0.756573,No,Down,0.195239,No
Ophio5|7962.t1,,103.254,75.0566,114.367,,,,,,6,,,,Down,0.186878,No,Up,0.701614,No,Up,0.0618509,No
Ophio5|7963.t1,,164.673,81.0462,123.362,,,,,,,,,,Down,0.00185084,Yes,Down,0.219026,No,Up,0.0746769,No
Ophio5|7964.t1,,71.5459,100.263,71.0155,,,,,,1,,,,Up,0.198816,No,Down,0.98205,No,Down,0.177883,No
Ophio5|7965.t1,,42.1487,56.1789,41.2632,PF12906.2|RINGv,GO:0008270|zinc ion binding,,,,14,,,,Up,0.25925,No,Down,0.944964,No,Down,0.223687,No
Ophio5|7966.t1,,42.7277,35.8837,52.498,PF04880.8|NUDE_C,,,,,,,,,Down,0.476809,No,Up,0.387666,No,Up,0.0919808,No
Ophio5|7967.t1,,75.023,29.7952,67.0291,PF08326.7|ACC_central;PF01039.17|Carboxyl_trans;PF02786.12|CPSase_L_D2;PF00289.17|CPSase_L_chain;PF02785.14|Biotin_carb_C;PF00364.17|Biotin_lipoyl;PF13535.1|ATP-grasp_4,GO:0003989|acetyl-CoA carboxylase activity;GO:0008152|metabolic process;GO:0005524|ATP binding;GO:0006633|fatty acid biosynthetic process;GO:0003824|catalytic activity;GO:0016874|ligase activity,,,,,,,,Down,0.000770107,Yes,Down,0.721236,No,Up,0.000997454,Yes
Ophio5|7968.t1,,43.3802,116.113,90.1879,PF01722.13|BolA,,,,,,,,,Up,0.000285532,Yes,Up,0.0106029,Yes,Down,0.388717,No
Ophio5|7969.t1,,434.547,303.448,269.399,PF01494.14|FAD_binding_3;PF07976.7|Phe_hydrox_dim,,,,,,,,,Down,0.289612,No,Down,0.130071,No,Down,0.741614,No
Ophio5|797.t1,,165.883,205.809,253.091,PF01423.17|LSM,,,,,,,,,Up,0.440505,No,Up,0.0934356,No,Up,0.443103,No
Ophio5|7970.t1,,121.78,642.216,254.146,PF00106.20|adh_short;PF08659.5|KR;PF13561.1|adh_short_C2;PF01370.16|Epimerase,GO:0016491|oxidoreductase activity;GO:0003824|catalytic activity;GO:0008152|metabolic process;GO:0050662|coenzyme binding;GO:0044237|cellular metabolic process,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.00698249,Yes
Ophio5|7971.t1,,81.6373,245.918,107.851,PF04227.7|Indigoidine_A;PF00294.19|PfkB;PF00294.19|PfkB,"GO:0016798|hydrolase activity, acting on glycosyl bonds",,,,,,,,Up,0.000285532,Yes,Up,0.261377,No,Down,0.00533195,Yes
Ophio5|7972.t1,,34.2793,45.9325,63.8169,,,,,,,,,,Up,0.223541,No,Up,0.00429103,No,Up,0.171418,No
Ophio5|7973.t1,,17.2129,30.8659,27.727,PF05916.6|Sld5,,,,,,,,,Up,0.0673401,No,Up,0.138878,No,Down,0.774854,No
Ophio5|7974.t1,,303.377,5.9051,19.327,PF01375.12|Enterotoxin_a,GO:0005576|extracellular region;GO:0009405|pathogenesis;GO:0003824|catalytic activity,,SignalP: has predicted secretion signal; SSP: small secreted protein,,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Up,0.00204693,Yes
Ophio5|7975.t1,,2.22971,0.411188,0.659432,,,,SignalP: has predicted secretion signal,,,,,,Down,0.0731258,No,Down,0.0452998,No,Up,1,No
Ophio5|7976.t1,,0.0170265,0.273411,0.105919,,,,SignalP: has predicted secretion signal,,,,,,Up,1,No,Up,1,No,Down,1,No
Ophio5|7977.t1,,7.46283,14.829,18.4585,,,,SignalP: has predicted secretion signal,,,,,,Up,0.0510406,No,Up,0.000285532,Yes,Up,0.528864,No
Ophio5|7978.t1,,116.389,7.53895,21.6635,,,,SignalP: has predicted secretion signal,,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Up,0.0113588,Yes
Ophio5|7979.t1,,91.5214,43.2956,73.6319,PF02893.15|GRAM,,,,,,,,,Down,0.00204693,Yes,Down,0.421409,No,Up,0.0238166,No
Ophio5|798.t1,,31.583,33.1365,33.8752,PF00752.12|XPG_N;PF00867.13|XPG_I,GO:0004518|nuclease activity;GO:0006281|DNA repair,,,,,,,,Up,0.865019,No,Up,0.795481,No,Up,0.939718,No
Ophio5|7980.t1,,68.6394,101.282,84.7295,,,,,,,,,,Up,0.0928759,No,Up,0.384035,No,Down,0.478982,No
Ophio5|7981.t1,,54.3878,52.4593,54.1679,,,,SignalP: has predicted secretion signal; SSP: small secreted protein,,1,,,,Down,0.915732,No,Down,0.989918,No,Up,0.925777,No
Ophio5|7982.t1,,78.568,114.712,107.644,PF10436.4|BCDHK_Adom3;PF02518.21|HATPase_c,GO:0005524|ATP binding,,,,,,,,Up,0.125147,No,Up,0.17497,No,Down,0.832935,No
Ophio5|7983.t1,,122.628,96.2995,87.5832,PF02002.12|TFIIE_alpha,,,,,,,,,Down,0.31506,No,Down,0.152853,No,Down,0.723542,No
Ophio5|7984.t1,,83.773,148.473,93.2994,PF02463.14|SMC_N;PF06470.8|SMC_hinge,GO:0005515|protein binding;GO:0051276|chromosome organization;GO:0005524|ATP binding;GO:0005694|chromosome,,,,,,,,Up,0.0628855,No,Up,0.715396,No,Down,0.138222,No
Ophio5|7985.t1,,89.9723,60.9322,83.4817,PF05182.8|Fip1,,,,,,,,,Down,0.0843727,No,Down,0.780946,No,Up,0.172611,No
Ophio5|7986.t1,,86.5726,84.6626,102.547,PF13634.1|Nucleoporin_FG;PF13634.1|Nucleoporin_FG,,,,,,,,,Down,0.94136,No,Up,0.498685,No,Up,0.460351,No
Ophio5|7987.t1,,57.1021,45.6637,45.4869,PF11705.3|RNA_pol_3_Rpc31,,,,,,,,,Down,0.418528,No,Down,0.405699,No,Down,0.990397,No
Ophio5|7988.t1,,38.2654,44.4996,39.0437,PF04921.9|XAP5,GO:0005634|nucleus,,,,,,,,Up,0.593617,No,Up,0.94929,No,Down,0.646936,No
Ophio5|7989.t1,,99.446,50.5643,44.5645,,,,,,1,,,,Down,0.0594628,No,Down,0.0299647,Yes,Down,0.790932,No
Ophio5|799.t1,,416.562,310.942,317.608,PF07500.9|TFIIS_M;PF01096.13|TFIIS_C;PF08711.6|Med26,"GO:0003676|nucleic acid binding;GO:0003677|DNA binding;GO:0005634|nucleus;GO:0008270|zinc ion binding;GO:0006351|transcription, DNA-templated",,,Transcription factor TFIIS,,,,,Down,0.258414,No,Down,0.294901,No,Up,0.944298,No
Ophio5|7990.t1,,18.4258,2.05772,2.7949,,,,,,,,,,Down,0.0473142,Yes,Down,0.0343442,Yes,Up,0.772596,No
Ophio5|7991.t1,,80.4626,78.3441,96.3928,PF01479.20|S4,GO:0003723|RNA binding,,,,,,,,Down,0.925765,No,Up,0.465148,No,Up,0.393441,No
Ophio5|7992.t1,,13.0053,68.2947,28.6766,PF00004.24|AAA;PF07728.9|AAA_5;PF05496.7|RuvB_N;PF03215.10|Rad17,GO:0006281|DNA repair;GO:0016887|ATPase activity;GO:0005524|ATP binding;GO:0009378|four-way junction helicase activity;GO:0006310|DNA recombination,,,,,,,,Up,0.000285532,Yes,Up,0.000997454,Yes,Down,0.000997454,Yes
Ophio5|7993.t1,,14.2917,28.6453,25.4306,,,,,,,,,,Up,0.139049,No,Up,0.221063,No,Down,0.814023,No
Ophio5|7994.t1,,32.5439,59.3967,45.0572,,,,,,,,,,Up,0.0110562,No,Up,0.184735,No,Down,0.269382,No
Ophio5|7995.t1,,27.1794,63.1851,59.1191,,,,,,,,,,Up,0.00243641,Yes,Up,0.00650469,Yes,Down,0.846705,No
Ophio5|7996.t1,,48.7719,78.3124,73.3319,PF01694.17|Rhomboid,GO:0016021|integral component of membrane;GO:0004252|serine-type endopeptidase activity,,,,7,S54,,,Up,0.0473142,No,Up,0.0690426,No,Down,0.825285,No
Ophio5|7997.t1,,596.772,5.01981,4.19611,,,,,,2,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Down,0.71401,No
Ophio5|7998.t1,,238.34,82.3779,43.9627,PF05920.6|Homeobox_KN;PF00046.24|Homeobox,"GO:0003677|DNA binding;GO:0006355|regulation of transcription, DNA-templated;GO:0043565|sequence-specific DNA binding;GO:0003700|sequence-specific DNA binding transcription factor activity",,,Homeobox,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Down,0.00223648,No
Ophio5|7999.t1,,4.12084,58.8886,27.5118,PF12697.2|Abhydrolase_6,,,,,2,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.00185084,Yes
Ophio5|8.t1,,84.6303,100.449,55.3668,PF01585.18|G-patch,GO:0003676|nucleic acid binding,,,,,,,,Up,0.558552,No,Down,0.0924466,No,Down,0.0230418,No
Ophio5|80.t1,,103.559,207.674,154.669,PF07534.11|TLD,,,,,,,,,Up,0.00281521,Yes,Up,0.0774647,No,Down,0.239447,No
Ophio5|800.t1,,53.4864,107.944,119.12,PF00291.20|PALP,,,,,1,,,,Up,0.00463862,Yes,Up,0.000535012,Yes,Up,0.734625,No
Ophio5|8000.t1,,45.9568,76.9274,73.9136,PF12796.2|Ank_2;PF12796.2|Ank_2;PF12796.2|Ank_2;PF00023.25|Ank;PF00023.25|Ank;PF00023.25|Ank;PF00023.25|Ank;PF01529.15|zf-DHHC;PF13857.1|Ank_5;PF13637.1|Ank_4;PF13637.1|Ank_4;PF13606.1|Ank_3,GO:0008270|zinc ion binding;GO:0005515|protein binding,,,"Zinc finger, DHHC-type",6,,,,Up,0.0268495,No,Up,0.0363296,No,Down,0.893724,No
Ophio5|8001.t1,,61.0128,55.3653,76.0783,PF09439.5|SRPRB,,,,,1,,,,Down,0.718387,No,Up,0.352518,No,Up,0.177569,No
Ophio5|8002.t1,,134.421,168.984,153.267,PF00291.20|PALP,,,,,,,,,Up,0.366261,No,Up,0.626184,No,Down,0.734203,No
Ophio5|8003.t1,,0.141348,0,0,,,,,,7,,,,Down,1,No,Down,1,No,=,1,No
Ophio5|8004.t1,,0,0,0.438788,PF00378.15|ECH,GO:0003824|catalytic activity;GO:0008152|metabolic process,,,,,,,,=,1,No,Up,1,No,Up,1,No
Ophio5|8005.t1,,518.526,490.604,359.023,PF00735.13|Septin;PF01926.18|MMR_HSR1,GO:0007049|cell cycle;GO:0005525|GTP binding,,,,,,,,Down,0.890997,No,Down,0.205549,No,Down,0.323138,No
Ophio5|8006.t1,,5.9139,0,0,,,,,,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,=,1,No
