"gene_name","GOs","pfams","signalP","TMHMM","sc16a_ccl_up_down","sc16a_ccd_up_down","ccl_ccd_up_down"
"Ophio5|7532","","","",NA,"Down","Down","Up"
"Ophio5|7533","GO:0016021|integral component of membrane;GO:0055085|transmembrane transport;GO:0022857|transmembrane transporter activity","PF07690.11|MFS_1;PF00083.19|Sugar_tr","",10,"Down","Down","Down"
"Ophio5|7534","","PF11327.3|DUF3129","SignalP: has predicted secretion signal",NA,"Down","Down","Up"
"Ophio5|7535","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Down","Up","Up"
"Ophio5|7536","","","",NA,"Up","Down","Down"
"Ophio5|7537","GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation","PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr","",NA,"Up","Down","Down"
"Ophio5|7538","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Down","Down","Down"
"Ophio5|7539","GO:0016787|hydrolase activity","PF00293.23|NUDIX","",NA,"Down","Down","Down"
"Ophio5|754","","","",NA,"Down","Down","="
"Ophio5|7540","GO:0005524|ATP binding","PF08740.6|BCS1_N;PF00004.24|AAA;PF00004.24|AAA","",NA,"Up","Up","Down"
"Ophio5|7541","","PF00650.15|CRAL_TRIO;PF03765.10|CRAL_TRIO_N","",NA,"Up","Up","Down"
"Ophio5|7542","","PF03372.18|Exo_endo_phos","",NA,"Up","Down","Down"
"Ophio5|7543","","","",1,"Down","Down","Up"
"Ophio5|7544","","PF04818.8|CTD_bind","",NA,"Down","Down","Up"
"Ophio5|7545","GO:0000159|protein phosphatase type 2A complex;GO:0007165|signal transduction;GO:0008601|protein phosphatase type 2A regulator activity","PF01603.15|B56","",NA,"Up","Up","Down"
"Ophio5|7546","","","",NA,"Down","Down","Up"
"Ophio5|7547","","PF09734.4|Tau95","",NA,"Down","Down","Up"
"Ophio5|7548","GO:0046872|metal ion binding","PF00096.21|zf-C2H2","",NA,"Down","Down","Down"
"Ophio5|7549","GO:0008270|zinc ion binding","PF01529.15|zf-DHHC","",4,"Up","Up","Down"
"Ophio5|755","","PF00300.17|His_Phos_1","",NA,"Up","Up","Down"
"Ophio5|7550","","","",NA,"Down","Down","Up"
"Ophio5|7551","GO:0004435|phosphatidylinositol phospholipase C activity;GO:0005515|protein binding;GO:0006629|lipid metabolic process;GO:0007165|signal transduction;GO:0035556|intracellular signal transduction","PF00388.14|PI-PLC-X;PF00387.14|PI-PLC-Y;PF00168.25|C2","",NA,"Up","Up","Up"
"Ophio5|7552","GO:0022857|transmembrane transporter activity;GO:0016021|integral component of membrane;GO:0055085|transmembrane transport","PF00083.19|Sugar_tr;PF07690.11|MFS_1","",12,"Down","Down","Up"
"Ophio5|7553","GO:0016810|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;GO:0005975|carbohydrate metabolic process","PF01522.16|Polysacc_deac_1","SignalP: has predicted secretion signal",NA,"Down","Down","Down"
"Ophio5|7554","","","",1,"Up","Up","Up"
"Ophio5|7555","GO:0005515|protein binding","PF13844.1|Glyco_transf_41;PF13844.1|Glyco_transf_41;PF13414.1|TPR_11;PF00515.23|TPR_1;PF00515.23|TPR_1;PF13181.1|TPR_8;PF13371.1|TPR_9","",NA,"Down","Down","Down"
"Ophio5|7556","GO:0003935|GTP cyclohydrolase II activity;GO:0009231|riboflavin biosynthetic process","PF12471.3|GTP_CH_N;PF00925.15|GTP_cyclohydro2","",NA,"Down","Down","Down"
"Ophio5|7557","GO:0005083|small GTPase regulator activity","PF10366.4|Vps39_1;PF10367.4|Vps39_2;PF00780.17|CNH","",NA,"Down","Down","Up"
"Ophio5|7558","","PF08738.5|Gon7","",NA,"Down","Down","Up"
"Ophio5|7559","","PF08539.6|HbrB","",NA,"Down","Down","Up"
"Ophio5|756","GO:0006355|regulation of transcription, DNA-templated;GO:0043565|sequence-specific DNA binding;GO:0003700|sequence-specific DNA binding transcription factor activity","PF00046.24|Homeobox","",NA,"Up","Up","Down"
"Ophio5|7560","GO:0006629|lipid metabolic process;GO:0016788|hydrolase activity, acting on ester bonds","PF13472.1|Lipase_GDSL_2;PF00657.17|Lipase_GDSL","",NA,"Down","Down","Up"
"Ophio5|7561","GO:0005515|protein binding","PF01399.22|PCI","",NA,"Down","Down","Up"
"Ophio5|7562","","PF02466.14|Tim17","",NA,"Up","Up","Down"
"Ophio5|7563","GO:0016779|nucleotidyltransferase activity","PF14792.1|DNA_pol_B_palm;PF14791.1|DNA_pol_B_thumb;PF10391.4|DNA_pol_lambd_f;PF14716.1|HHH_8","",NA,"Down","Down","Down"
"Ophio5|7564","","","",NA,"Down","Down","Up"
"Ophio5|7565","","PF13489.1|Methyltransf_23","",NA,"Down","Up","Up"
"Ophio5|7566","","PF01205.14|UPF0029","",NA,"Down","Down","Up"
"Ophio5|7567","GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation","PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr","",NA,"Up","Up","Down"
"Ophio5|7568","GO:0016787|hydrolase activity","PF11718.3|CPSF73-100_C;PF10996.3|Beta-Casp;PF00753.22|Lactamase_B;PF12706.2|Lactamase_B_2;PF07521.7|RMMBL;PF13483.1|Lactamase_B_3","",NA,"Down","Up","Up"
"Ophio5|7569","GO:0006352|DNA-templated transcription, initiation;GO:0005669|transcription factor TFIID complex","PF05236.9|TAF4","",NA,"Down","Down","Down"
"Ophio5|757","GO:0016787|hydrolase activity","PF00557.19|Peptidase_M24;PF01321.13|Creatinase_N","",NA,"Down","Down","Down"
"Ophio5|7570","GO:0016810|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;GO:0006807|nitrogen compound metabolic process","PF00795.17|CN_hydrolase","",NA,"Down","Down","Down"
"Ophio5|7571","GO:0016779|nucleotidyltransferase activity;GO:0008152|metabolic process","PF01704.13|UDPGP","",NA,"Up","Up","Up"
"Ophio5|7572","","PF12239.3|DUF3605","",NA,"Up","Up","Up"
"Ophio5|7573","GO:0006760|folic acid-containing compound metabolic process;GO:0004150|dihydroneopterin aldolase activity","PF02152.13|FolB","",NA,"Down","Up","Up"
"Ophio5|7574","","","",NA,"Down","Down","Up"
"Ophio5|7575","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Up","Up","Up"
"Ophio5|7576","","","",NA,"Up","Up","Up"
"Ophio5|7577","","","",1,"Up","Up","Down"
"Ophio5|7578","","PF04749.12|PLAC8","",NA,"Up","Down","Down"
"Ophio5|7579","GO:0045121|membrane raft;GO:0031902|late endosome membrane;GO:0007040|lysosome organization;GO:0032008|positive regulation of TOR signaling;GO:0001919|regulation of receptor recycling;GO:0032439|endosome localization;GO:0071986|Ragulator complex;GO:0042632|cholesterol homeostasis;GO:0043410|positive regulation of MAPK cascade;GO:0071230|cellular response to amino acid stimulus","PF15454.1|LAMTOR","",NA,"Up","Up","Down"
"Ophio5|758","","","",NA,"Down","Down","Up"
"Ophio5|7580","","","SignalP: has predicted secretion signal",NA,"Down","Down","Up"
"Ophio5|7581","GO:0022857|transmembrane transporter activity;GO:0016021|integral component of membrane;GO:0055085|transmembrane transport","PF00083.19|Sugar_tr;PF07690.11|MFS_1","",10,"Down","Down","Up"
"Ophio5|7582","","","",NA,"Down","Down","Up"
"Ophio5|7583","GO:0005525|GTP binding;GO:0003924|GTPase activity","PF00350.18|Dynamin_N;PF01031.15|Dynamin_M;PF02212.13|GED","",NA,"Down","Down","Up"
"Ophio5|7584","GO:0009058|biosynthetic process;GO:0016779|nucleotidyltransferase activity","PF00483.18|NTP_transferase;PF00132.19|Hexapep","",NA,"Down","Up","Up"
"Ophio5|7585","GO:0005351|sugar:hydrogen symporter activity;GO:0016021|integral component of membrane;GO:0055085|transmembrane transport;GO:0008643|carbohydrate transport;GO:0000139|Golgi membrane","PF04142.10|Nuc_sug_transp;PF03151.11|TPT;PF08449.6|UAA","",7,"Down","Down","Up"
"Ophio5|7586","","","",NA,"Down","Down","Down"
"Ophio5|7587","GO:0000030|mannosyltransferase activity;GO:0006486|protein glycosylation;GO:0016020|membrane","PF01793.11|Glyco_transf_15","SignalP: has predicted secretion signal",1,"Down","Down","Down"
"Ophio5|7588","GO:0005515|protein binding;GO:0006355|regulation of transcription, DNA-templated;GO:0005634|nucleus;GO:0016568|chromatin modification;GO:0003682|chromatin binding","PF07569.6|Hira;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF09453.5|HIRA_B","",NA,"Up","Up","Down"
"Ophio5|7589","GO:0003676|nucleic acid binding;GO:0004386|helicase activity;GO:0005524|ATP binding;GO:0003677|DNA binding","PF00176.18|SNF2_N;PF00271.26|Helicase_C","",NA,"Down","Down","Up"
"Ophio5|759","GO:0003676|nucleic acid binding","PF13821.1|DUF4187;PF01585.18|G-patch","",NA,"Up","Down","Down"
"Ophio5|7590","GO:0006412|translation;GO:0005840|ribosome;GO:0003735|structural constituent of ribosome","PF00411.14|Ribosomal_S11","",NA,"Up","Up","Down"
"Ophio5|7591","","PF08079.7|Ribosomal_L30_N;PF00327.15|Ribosomal_L30","",NA,"Up","Up","Down"
"Ophio5|7592","","PF01521.15|Fe-S_biosyn","",NA,"Down","Down","Down"
"Ophio5|7593","GO:0005515|protein binding;GO:0031369|translation initiation factor binding;GO:0005852|eukaryotic translation initiation factor 3 complex;GO:0003743|translation initiation factor activity;GO:0006413|translational initiation","PF05470.7|eIF-3c_N;PF01399.22|PCI","",NA,"Up","Up","Up"
"Ophio5|7594","","PF01476.15|LysM","",1,"Down","Down","Up"
"Ophio5|7595","","PF12756.2|zf-C2H2_2;PF12756.2|zf-C2H2_2;PF12874.2|zf-met","",NA,"Up","Down","Down"
"Ophio5|7596","GO:0004842|ubiquitin-protein ligase activity","PF00632.20|HECT","",NA,"Up","Down","Down"
"Ophio5|7597","","PF13532.1|2OG-FeII_Oxy_2","",NA,"Up","Up","Up"
"Ophio5|7598","GO:0005525|GTP binding;GO:0003924|GTPase activity","PF01926.18|MMR_HSR1;PF00009.22|GTP_EFTU","",NA,"Up","Up","Up"
"Ophio5|7599","GO:0008270|zinc ion binding;GO:0005634|nucleus","PF07967.8|zf-C3HC;PF08600.5|Rsm1","",NA,"Up","Up","Down"
"Ophio5|76","GO:0003723|RNA binding","PF02926.12|THUMP","",NA,"Down","Down","Up"
"Ophio5|760","","","",NA,"Up","Up","Down"
"Ophio5|7600","","PF05347.10|Complex1_LYR;PF13232.1|Complex1_LYR_1","",NA,"Up","Up","Up"
"Ophio5|7601","GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation","PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr","",NA,"Up","Up","Down"
"Ophio5|7602","GO:0006355|regulation of transcription, DNA-templated;GO:0043565|sequence-specific DNA binding;GO:0003700|sequence-specific DNA binding transcription factor activity","PF00170.16|bZIP_1","",NA,"Down","Down","Up"
"Ophio5|7603","GO:0003950|NAD+ ADP-ribosyltransferase activity","PF00644.15|PARP","",NA,"Down","Down","Down"
"Ophio5|7604","","","",1,"Down","Down","Down"
"Ophio5|7605","GO:0005086|ARF guanyl-nucleotide exchange factor activity;GO:0032012|regulation of ARF protein signal transduction","PF01369.15|Sec7;PF12783.2|Sec7_N","",NA,"Down","Down","Down"
"Ophio5|7606","","PF03452.9|Anp1","",1,"Up","Down","Down"
"Ophio5|7607","GO:0032313|regulation of Rab GTPase activity;GO:0005097|Rab GTPase activator activity","PF00566.13|RabGAP-TBC","",NA,"Up","Up","Down"
"Ophio5|7608","GO:0016021|integral component of membrane","PF03006.15|HlyIII","",7,"Up","Up","Down"
"Ophio5|7609","","PF09766.4|FimP;PF05050.7|Methyltransf_21","",NA,"Up","Up","Down"
"Ophio5|761","GO:0016021|integral component of membrane;GO:0055085|transmembrane transport","PF07690.11|MFS_1","",7,"Down","Down","Down"
"Ophio5|7610","GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation","PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr","",NA,"Up","Down","Down"
"Ophio5|7611","","PF12697.2|Abhydrolase_6;PF00561.15|Abhydrolase_1;PF12695.2|Abhydrolase_5","",NA,"Up","Up","Down"
"Ophio5|7612","","","",NA,"Down","Up","Up"
"Ophio5|7613","","","",NA,"Up","Up","Up"
"Ophio5|7614","","PF05907.8|DUF866","",NA,"Down","Down","Up"
"Ophio5|7615","","PF04032.11|Rpr2","",NA,"Up","Up","Up"
"Ophio5|7616","GO:0008270|zinc ion binding","PF03367.8|zf-ZPR1;PF03367.8|zf-ZPR1","",NA,"Down","Up","Up"
"Ophio5|7617","GO:0046872|metal ion binding;GO:0008270|zinc ion binding;GO:0005515|protein binding","PF13639.1|zf-RING_2;PF12678.2|zf-rbx1;PF00097.20|zf-C3HC4;PF13923.1|zf-C3HC4_2","",2,"Down","Down","Up"
"Ophio5|7618","GO:0005515|protein binding","PF01302.20|CAP_GLY;PF14560.1|Ubiquitin_2;PF00240.18|ubiquitin","",NA,"Up","Up","Up"
"Ophio5|7619","GO:0003676|nucleic acid binding;GO:0004523|RNA-DNA hybrid ribonuclease activity","PF00075.19|RNase_H","",NA,"Up","Up","Down"
"Ophio5|762","","","",NA,"Up","Down","Down"
"Ophio5|7620","","","",NA,"Down","Down","Down"
"Ophio5|7621","GO:0003824|catalytic activity;GO:0009058|biosynthetic process","PF01467.21|CTP_transf_2","",NA,"Up","Down","Down"
"Ophio5|7622","","PF09365.5|DUF2461","",NA,"Down","Down","Up"
"Ophio5|7623","","","",NA,"Down","Down","Up"
"Ophio5|7624","GO:0005975|carbohydrate metabolic process;GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds","PF03198.9|Glyco_hydro_72;PF02836.12|Glyco_hydro_2_C","SignalP: has predicted secretion signal",NA,"Down","Down","Up"
"Ophio5|7625","GO:0005515|protein binding","PF00625.16|Guanylate_kin","",NA,"Up","Up","Up"
"Ophio5|7626","GO:0007049|cell cycle;GO:0005525|GTP binding","PF00735.13|Septin;PF01926.18|MMR_HSR1;PF04548.11|AIG1","",NA,"Up","Up","Down"
"Ophio5|7627","GO:0006412|translation;GO:0015934|large ribosomal subunit;GO:0003735|structural constituent of ribosome","PF01783.18|Ribosomal_L32p","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Down","Up","Up"
"Ophio5|7628","GO:0003824|catalytic activity","PF00481.16|PP2C","",NA,"Up","Up","Up"
"Ophio5|7629","","PF13812.1|PPR_3;PF13812.1|PPR_3","",NA,"Up","Up","Down"
"Ophio5|763","","","",NA,"Down","Down","Up"
"Ophio5|7630","","","",NA,"Up","Down","Down"
"Ophio5|7631","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Up","Down","Down"
"Ophio5|7632","GO:0006355|regulation of transcription, DNA-templated;GO:0043565|sequence-specific DNA binding;GO:0003700|sequence-specific DNA binding transcription factor activity","PF00250.13|Fork_head","",NA,"Down","Down","Down"
"Ophio5|7633","","","",NA,"Down","Down","Up"
"Ophio5|7634","","","",NA,"Up","Up","Down"
"Ophio5|7635","","PF12763.2|EF-hand_4;PF12763.2|EF-hand_4","",NA,"Up","Up","Down"
"Ophio5|7636","","","",NA,"Up","Up","Down"
"Ophio5|7637","GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process","PF00970.19|FAD_binding_6;PF00175.16|NAD_binding_1","",1,"Up","Up","Down"
"Ophio5|7638","GO:0005515|protein binding","PF13414.1|TPR_11;PF07719.12|TPR_2;PF00515.23|TPR_1;PF13181.1|TPR_8;PF13181.1|TPR_8;PF13176.1|TPR_7;PF13176.1|TPR_7;PF13174.1|TPR_6","",NA,"Down","Up","Up"
"Ophio5|7639","","","",1,"Down","Down","Up"
"Ophio5|764","GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity;GO:0006355|regulation of transcription, DNA-templated;GO:0003677|DNA binding;GO:0005634|nucleus;GO:0008270|zinc ion binding;GO:0006351|transcription, DNA-templated","PF04082.13|Fungal_trans;PF00172.13|Zn_clus","",NA,"Up","Down","Down"
"Ophio5|7640","GO:0046872|metal ion binding;GO:0008270|zinc ion binding;GO:0005515|protein binding","PF13639.1|zf-RING_2;PF13923.1|zf-C3HC4_2;PF00097.20|zf-C3HC4;PF13920.1|zf-C3HC4_3","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Up","Up","Down"
"Ophio5|7641","GO:0000179|rRNA (adenine-N6,N6-)-dimethyltransferase activity;GO:0000154|rRNA modification;GO:0008649|rRNA methyltransferase activity","PF00398.15|RrnaAD","",NA,"Up","Up","Up"
"Ophio5|7642","GO:0006281|DNA repair;GO:0005524|ATP binding;GO:0009378|four-way junction helicase activity;GO:0006310|DNA recombination","PF00004.24|AAA;PF09336.5|Vps4_C;PF04212.13|MIT;PF05496.7|RuvB_N","",NA,"Up","Up","Down"
"Ophio5|7643","GO:0016272|prefoldin complex;GO:0051082|unfolded protein binding;GO:0006457|protein folding","PF01920.15|Prefoldin_2","",NA,"Down","Up","Up"
"Ophio5|7644","GO:0005515|protein binding","PF01398.16|JAB;PF08969.6|USP8_dimer","",NA,"Down","Up","Up"
"Ophio5|7645","GO:0004601|peroxidase activity;GO:0006979|response to oxidative stress;GO:0055114|oxidation-reduction process;GO:0020037|heme binding","PF03098.10|An_peroxidase;PF03098.10|An_peroxidase","",NA,"Up","Up","Down"
"Ophio5|7646","GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process;GO:0008152|metabolic process","PF00171.17|Aldedh","",NA,"Up","Up","Down"
"Ophio5|7647","GO:0030170|pyridoxal phosphate binding","PF01053.15|Cys_Met_Meta_PP","",NA,"Up","Up","Down"
"Ophio5|7648","GO:0003333|amino acid transmembrane transport;GO:0006810|transport;GO:0055085|transmembrane transport;GO:0016020|membrane;GO:0015171|amino acid transmembrane transporter activity","PF13520.1|AA_permease_2;PF00324.16|AA_permease","",11,"Up","Up","Down"
"Ophio5|7649","GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process","PF01593.19|Amino_oxidase;PF13450.1|NAD_binding_8","SignalP: has predicted secretion signal",2,"Up","Up","Up"
"Ophio5|765","","PF08631.5|SPO22","",NA,"Down","Down","Down"
"Ophio5|7650","GO:0016844|strictosidine synthase activity;GO:0009058|biosynthetic process","PF08450.7|SGL;PF03088.11|Str_synth","",NA,"Down","Down","Up"
"Ophio5|7651","","","",3,"Up","Down","Down"
"Ophio5|7652","GO:0016884|carbon-nitrogen ligase activity, with glutamine as amido-N-donor;GO:0016874|ligase activity","PF02934.10|GatB_N;PF02637.13|GatB_Yqey","",NA,"Down","Down","Down"
"Ophio5|7653","","","",NA,"Down","Down","Down"
"Ophio5|7654","GO:0016021|integral component of membrane;GO:0055085|transmembrane transport","PF07690.11|MFS_1","",14,"Up","Down","Down"
"Ophio5|7655","GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity;GO:0008270|zinc ion binding;GO:0006355|regulation of transcription, DNA-templated;GO:0005634|nucleus","PF11951.3|Fungal_trans_2;PF00172.13|Zn_clus","",NA,"Up","Down","Down"
"Ophio5|7656","GO:0005524|ATP binding;GO:0016787|hydrolase activity;GO:0003677|DNA binding","PF13086.1|AAA_11;PF13087.1|AAA_12;PF13245.1|AAA_19;PF13604.1|AAA_30;PF00580.16|UvrD-helicase;PF04851.10|ResIII","",NA,"Down","Up","Up"
"Ophio5|7657","","PF02656.10|DUF202","",3,"Up","Up","Down"
"Ophio5|7658","","PF01902.12|ATP_bind_4;PF01042.16|Ribonuc_L-PSP","",NA,"Up","Up","Up"
"Ophio5|7659","","PF04488.10|Gly_transf_sug","",1,"Down","Down","Down"
"Ophio5|766","","","",NA,"Down","Down","Down"
"Ophio5|7660","GO:0003824|catalytic activity;GO:0008152|metabolic process","PF00501.23|AMP-binding;PF13193.1|AMP-binding_C","",NA,"Down","Up","Up"
"Ophio5|7661","GO:0016021|integral component of membrane","PF03798.11|TRAM_LAG1_CLN8;PF08390.6|TRAM1","",7,"Up","Up","Down"
"Ophio5|7662","","","",NA,"Down","Down","Down"
"Ophio5|7663","GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process","PF02668.11|TauD","",NA,"Up","Up","Down"
"Ophio5|7664","GO:0003993|acid phosphatase activity","PF00328.17|His_Phos_2","",NA,"Up","Up","Down"
"Ophio5|7665","GO:0008519|ammonium transmembrane transporter activity;GO:0016020|membrane;GO:0015696|ammonium transport","PF00909.16|Ammonium_transp","",11,"Up","Down","Down"
"Ophio5|7666","","","",NA,"Up","Up","Down"
"Ophio5|7667","","","",NA,"Up","Up","Down"
"Ophio5|7668","","PF07798.6|DUF1640","",1,"Up","Up","Down"
"Ophio5|7669","GO:0003723|RNA binding","PF00806.14|PUF;PF00806.14|PUF;PF00806.14|PUF;PF00806.14|PUF;PF00806.14|PUF;PF00806.14|PUF;PF00806.14|PUF;PF00806.14|PUF","",NA,"Down","Down","Down"
"Ophio5|767","","","",NA,"Down","Down","Down"
"Ophio5|7670","","","",NA,"Down","Down","Up"
"Ophio5|7671","GO:0016491|oxidoreductase activity;GO:0010181|FMN binding;GO:0055114|oxidation-reduction process","PF00667.15|FAD_binding_1;PF00258.20|Flavodoxin_1;PF00175.16|NAD_binding_1","",NA,"Up","Up","Up"
"Ophio5|7672","GO:0006508|proteolysis;GO:0004190|aspartic-type endopeptidase activity","PF00026.18|Asp","SignalP: has predicted secretion signal",1,"Up","Up","Up"
"Ophio5|7673","","PF01633.15|Choline_kinase;PF01636.18|APH","",NA,"Up","Up","Down"
"Ophio5|7674","GO:0009058|biosynthetic process;GO:0030170|pyridoxal phosphate binding","PF00155.16|Aminotran_1_2","",NA,"Up","Up","Down"
"Ophio5|7675","GO:0003854|3-beta-hydroxy-delta5-steroid dehydrogenase activity;GO:0055114|oxidation-reduction process;GO:0044237|cellular metabolic process;GO:0008152|metabolic process;GO:0050662|coenzyme binding;GO:0006694|steroid biosynthetic process;GO:0003824|catalytic activity;GO:0016616|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","PF00501.23|AMP-binding;PF07993.7|NAD_binding_4;PF01370.16|Epimerase;PF13193.1|AMP-binding_C;PF01073.14|3Beta_HSD;PF00550.20|PP-binding","",NA,"Up","Up","Down"
"Ophio5|7676","GO:0050364|tryptophan dimethylallyltransferase activity;GO:0009820|alkaloid metabolic process","PF11991.3|Trp_DMAT","",NA,"Up","Up","Down"
"Ophio5|7677","GO:0004517|nitric-oxide synthase activity;GO:0006809|nitric oxide biosynthetic process;GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process;GO:0010181|FMN binding","PF02898.10|NO_synthase;PF00258.20|Flavodoxin_1","",NA,"Up","Up","Down"
