"ophio_gene","beau_gene","ophio_desc","beau_desc","ophcf2_protein","beau_protein","evalue_ab","bitscore_ab","evalue_ba","bitscore_ba"
"GQ602_000603","BBA_02502","Topoisomerase 1-associated factor 1","timeless protein","KAF4594990.1","XP_008595821.1",0,1224,0,1269
"GQ602_000604","BBA_02501","anion exchange family protein","chloride-bicarbonate anion exchanger AE2","KAF4594991.1","XP_008595820.1",0,804,0,801
"GQ602_000605","BBA_06640","Mitochondrial respiratory chain complexes assembly protein YTA12","ATP-dependent metallopeptidase HflB","KAF4594992.1","XP_008599959.1",0,996,0,1018
"GQ602_000606","BBA_06641","Modification methylase HemK","HemK family methyltransferase","KAF4594993.1","XP_008599960.1",3.78e-126,364,2.73e-126,364
"GQ602_000607","BBA_06643","DNA-directed RNA polymerase II subunit RPB11","DNA-directed RNA polymerase 13.3K chain","KAF4594994.1","XP_008599962.1",1.78e-72,211,1.18e-72,211
"GQ602_000608","BBA_06644","putative U6 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM5","putative U6 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM5","KAF4594995.1","XP_008599963.1",8.46e-48,145,5.84e-48,145
"GQ602_000609","BBA_06645","hypothetical protein GQ602_000609","3\\'-5\\' exonuclease","KAF4594996.1","XP_008599964.1",3.1e-74,246,2.56e-95,301
"GQ602_000610","BBA_06646","Ribosome biogenesis protein YTM1","WD domain-containing protein","KAF4594997.1","XP_008599965.1",6.14e-149,429,2.98e-159,455
"GQ602_000611","BBA_04844","Glycogen","glycosyltransferase family 3","KAF4594998.1","XP_008598163.1",0,1292,0,1276
"GQ602_000612","BBA_04845","hypothetical protein GQ602_000612","hypothetical protein BBA_04845","KAF4594999.1","XP_008598164.1",1.57e-35,131,4.05e-34,127
"GQ602_000613","BBA_04878","F-box domain protein","F-box domain-containing protein","KAF4595000.1","XP_008598197.1",0,666,0,688
"GQ602_000614","BBA_04877","elongation of fatty acids protein 3","elongation of fatty acids protein 3","KAF4595001.1","XP_008598196.1",0,570,0,563
"GQ602_000615","BBA_04876","cytochrome c oxidase polypeptide VI","cytochrome c oxidase subunit Va","KAF4595002.1","XP_008598195.1",1.65e-71,210,1.28e-71,210
"GQ602_000617","BBA_04874","protein rai1","RAI1-like protein","KAF4595004.1","XP_008598193.1",0,584,0,584
"GQ602_000618","BBA_04873","Serine/threonine-protein kinase domain protein","putative germinal center kinases group protein","KAF4595005.1","XP_008598192.1",0,956,0,942
"GQ602_000619","BBA_04872","Src-like protein","variant SH3 domain-containing protein","KAF4595006.1","XP_008598191.1",0,1331,0,1293
"GQ602_000620","BBA_04871","75k gamma secalin","cohesin loading factor","KAF4595007.1","XP_008598190.1",0,872,0,907
"GQ602_000621","BBA_04870","spliceosome-associated protein 49","RNA recognition domain-containing protein","KAF4595008.1","XP_008598189.1",8.33e-128,369,3.5e-129,373
"GQ602_000622","BBA_04868","putative FAD carrier protein FLX1","FAD carrier protein FLX1","KAF4595009.1","XP_008598187.1",1.84e-127,364,2.52e-125,358
"GQ602_000623","BBA_04866","Zinc finger, C2H2-type/integrase, DNA-binding protein","finger protein AZF1","KAF4595010.1","XP_008598185.1",6.88e-175,504,3.46e-171,494
"GQ602_000624","BBA_04865","ubiquitin-like modifier 1","ubiquitin-related modifier protein","KAF4595011.1","XP_008598184.1",4.62e-56,168,2.29e-49,150
"GQ602_000625","BBA_04864","Elongator complex protein 2","WD domain-containing protein","KAF4595012.1","XP_008598183.1",0,954,0,955
"GQ602_000627","BBA_04860","actin","Actin-like protein","KAF4595014.1","XP_008598179.1",0,738,0,738
"GQ602_000628","BBA_04859","Hsp70 nucleotide exchange factor FES1","nucleotide exchange factor Fes1","KAF4595015.1","XP_008598178.1",2e-94,273,1.35e-96,279
"GQ602_000629","BBA_04858","ribosomal L5P family protein","ribosomal L5P family protein","KAF4595016.1","XP_008598177.1",5.36e-140,400,3.61e-140,400
"GQ602_000631","BBA_05013","C6 transcription factor","fungal specific transcription factor","KAF4595018.1","XP_008598332.1",0,743,0,766
"GQ602_000633","BBA_08175","SMP-30/Gluconolaconase/LRE-like region","evolved D-lactonohydrolase","KAF4595020.1","XP_008601494.1",1.14e-63,211,6.53e-64,211
"GQ602_000634","BBA_04897","26S protease regulatory subunit 6B","26S proteasome subunit P45 family protein","KAF4595021.1","XP_008598216.1",0,811,0,811
"GQ602_000635","BBA_04898","Folliculin","protein required for amino acid permease transport from the Golgi to the cell surface","KAF4595022.1","XP_008598217.1",2.03e-153,440,1.01e-148,428
"GQ602_000636","BBA_04899","DNA (cytosine-5-)-methyltransferase","DNA methyltransferase Dim-2","KAF4595023.1","XP_008598218.1",0,1009,0,994
"GQ602_000638","BBA_04857","ubiquitin C-terminal hydrolase family protein","ubiquitin carboxyl-terminal hydrolase","KAF4595025.1","XP_008598176.1",0,818,0,830
"GQ602_000639","BBA_04856","mitochondrial import receptor subunit TOM40","eukaryotic porin","KAF4595026.1","XP_008598175.1",0,550,0,550
"GQ602_000640","BBA_04855","Fructose-2,6-bisphosphatase","6-phosphofructo-2-kinase","KAF4595027.1","XP_008598174.1",0,910,0,918
"GQ602_000641","BBA_04854","cmgc/gsk protein kinase","protein kinase gsk3","KAF4595028.1","XP_008598173.1",0,768,0,768
"GQ602_000642","BBA_04853","cap binding protein","cap binding protein 80 (Cbp80)","KAF4595029.1","XP_008598172.1",0,1028,0,1056
"GQ602_000643","BBA_08302","Solute carrier family 28 member 3","NupC family nucleoside transporter","KAF4595030.1","XP_008601621.1",0,823,0,822
"GQ602_000644","BBA_08303","vacuolar protein sorting-associated protein vps13","vacuolar protein sorting-associated protein vps13","KAF4595031.1","XP_008601622.1",0,4817,0,4888
"GQ602_000646","BBA_08305","Spindle pole body component alp14","HEAT repeat containing protein","KAF4595033.1","XP_008601624.1",0,1246,0,1210
"GQ602_000647","BBA_08306","G-patch domain-containing protein","tuftelin interacting protein 11","KAF4595034.1","XP_008601625.1",0,825,0,849
"GQ602_000648","BBA_08307","SIT4 phosphatase-associated protein","SIT4-associating protein SAP190","KAF4595035.1","XP_008601626.1",0,1061,0,1072
"GQ602_000650","BBA_08308","oligopeptide transporter","OPT oligopeptide transporter","KAF4595037.1","XP_008601627.1",0,1373,0,1331
"GQ602_000652","BBA_08314","hypothetical protein GQ602_000652","C2H2 finger domain protein, putative","KAF4595039.1","XP_008601633.1",1.18e-148,437,5.06e-148,436
"GQ602_000655","BBA_00987","C2 domain-containing protein","C2 domain-containing protein","KAF4595042.1","XP_008594306.1",0,2086,0,2072
"GQ602_000656","BBA_08296","integral membrane protein","integral membrane protein","KAF4595043.1","XP_008601615.1",1.17e-169,503,1.89e-176,520
"GQ602_000657","BBA_08297","sulfate permease II","sulfate permease","KAF4595044.1","XP_008601616.1",0,1037,0,1046
"GQ602_000658","BBA_08499","glycoside hydrolase family 17 protein","glucan 1,3-beta-glucosidase","KAF4595045.1","XP_008601818.1",3.53e-154,442,2.66e-161,460
"GQ602_000659","BBA_08662","cytochrome P450 3A17","Cytochrome P450 CYP561D2P","KAF4595046.1","XP_008601981.1",2.6e-170,490,5.75e-169,486
"GQ602_000661","BBA_08298","maleylacetoacetate isomerase","maleylacetoacetate isomerase","KAF4595048.1","XP_008601617.1",2.17e-65,200,2.08e-61,190
"GQ602_000663","BBA_05835","oligopeptide transporter","putative peptide transporter","KAF4595050.1","XP_008599154.1",0,925,0,925
"GQ602_000665","BBA_10176","amidohydrolase family protein","amidohydrolase family protein","KAF4595052.1","XP_008603495.1",0,575,0,575
"GQ602_000666","BBA_05834","hypothetical protein GQ602_000666","Cytochrome P450 CYP528A4","KAF4595053.1","XP_008599153.1",5.65e-162,468,4.01e-162,468
"GQ602_000667","BBA_05833","general substrate transporter","major facilitator superfamily transporter","KAF4595054.1","XP_008599152.1",0,613,0,599
"GQ602_000668","BBA_05832","hypothetical protein GQ602_000668","vesicle transport V-SNARE protein","KAF4595055.1","XP_008599151.1",2.56e-125,354,2.22e-129,364
"GQ602_000669","BBA_05831","thiamine pyrophosphokinase, eukaryotic","thiamine pyrophosphokinase","KAF4595056.1","XP_008599150.1",2.7e-135,380,1.92e-135,380
"GQ602_000670","BBA_05830","intermembrane space import and assembly protein 40","CHCH domain-containing protein","KAF4595057.1","XP_008599149.1",2.45e-77,240,5.27e-73,229
"GQ602_000672","BBA_05825","secreted glucosidase","secreted glucosidase","KAF4595059.1","XP_008599144.1",3.85e-141,397,2.76e-141,397
"GQ602_000673","BBA_05823","NAD-dependent epimerase/dehydratase","NAD-dependent epimerase/dehydratase","KAF4595060.1","XP_008599142.1",5.94e-70,214,5.96e-70,214
"GQ602_000674","BBA_05822","MDR multidrug transporter","major facilitator superfamily transporter","KAF4595061.1","XP_008599141.1",0,949,0,949
"GQ602_000675","BBA_05009","formamidase","formamidase-like protein","KAF4595062.1","XP_008598328.1",0,657,0,640
"GQ602_000681","BBA_04373","chalcone and stilbene synthase","chalcone synthase B","KAF4595068.1","XP_008597692.1",1.7e-92,281,1.15e-92,281
"GQ602_000685","BBA_05836","Thymidylate synthase","dihydrofolate reductase-thymidylate synthase","KAF4595072.1","XP_008599155.1",2.06e-178,494,0,506
"GQ602_000687","BBA_05397","cation-transporting ATPase 4","ATPase protein","KAF4595074.1","XP_008598716.1",0,2201,0,2226
"GQ602_000688","BBA_05403","malate dehydrogenase","malate dehydrogenase-like protein","KAF4595075.1","XP_008598722.1",0,554,0,554
"GQ602_000689","BBA_05402","C2HC5 finger protein","C2HC5 finger protein","KAF4595076.1","XP_008598721.1",1.73e-176,504,0,522
"GQ602_000690","BBA_04980","cyclin-dependent kinase","hypothetical protein BBA_04980","KAF4595077.1","XP_008598299.1",1.58e-46,166,1.22e-49,175
"GQ602_000691","BBA_04978","tripeptidyl peptidase precursor","tripeptidyl peptidase precursor","KAF4595078.1","XP_008598297.1",0,560,0,557
"GQ602_000693","BBA_04972","putative aspartyl protease","eukaryotic aspartyl protease","KAF4595080.1","XP_008598291.1",4.12e-139,416,2e-137,411
"GQ602_000695","BBA_04961","fungal specific transcription factor domain-containing protein","Putative Zn(II)2Cys6 transcription factor","KAF4595082.1","XP_008598280.1",0,633,0,620
"GQ602_000696","BBA_04962","NCS1 nucleoside transporter family protein","NCS1 nucleoside transporter family protein","KAF4595083.1","XP_008598281.1",0,632,0,632
"GQ602_000697","BBA_07122","Hydantoin utilization protein A","hydantoinase-like protein","KAF4595084.1","XP_008600441.1",0,625,0,580
"GQ602_000698","BBA_04964","thiamine biosynthetic enzyme","mitochondrial thiazole biosynthetic enzyme","KAF4595085.1","XP_008598283.1",0,504,0,504
"GQ602_000699","BBA_04970","dihydroxyacetone kinase","dihydroxyacetone kinase","KAF4595086.1","XP_008598289.1",0,747,0,758
"GQ602_000701","BBA_04959","transcriptional regulator Medusa","MedA-like protein","KAF4595088.1","XP_008598278.1",0,757,0,767
"GQ602_000702","BBA_05001","carbonic anhydrase 2","carbonic anhydrase","KAF4595089.1","XP_008598320.1",2.1e-127,362,1.58e-127,362
"GQ602_000703","BBA_04954","sulfate transporter","sulfate permease","KAF4595090.1","XP_008598273.1",0,1024,0,994
"GQ602_000704","BBA_06090","Aminotransferase, class IV","aminodeoxychorismate lyase","KAF4595091.1","XP_008599409.1",1.73e-86,259,1.56e-86,259
"GQ602_000705","BBA_06091","Mitochondrial import receptor subunit tom70","import receptor","KAF4595092.1","XP_008599410.1",0,989,0,915
"GQ602_000706","BBA_06092","hypothetical protein GQ602_000706","t-SNARE protein","KAF4595093.1","XP_008599411.1",2.84e-145,410,2.1e-140,398
"GQ602_000707","BBA_06093","u3 small nucleolar ribonucleoprotein imp4","brix domain-containing protein","KAF4595094.1","XP_008599412.1",0,527,0,527
"GQ602_000708","BBA_06094","Regulator of nonsense transcripts 1","Regulator of nonsense transcripts 1","KAF4595095.1","XP_008599413.1",0,1838,0,1813
"GQ602_000710","BBA_06095","Heat shock protein DnaJ","DnaJ domain-containing protein","KAF4595097.1","XP_008599414.1",1.15e-44,151,4.66e-48,160
"GQ602_000711","BBA_06096","Mitochondrial outer membrane protein porin","outer mitochondrial membrane protein porin","KAF4595098.1","XP_008599415.1",0,519,0,519
"GQ602_000712","BBA_06097","asparagine synthetase","asparagine synthase","KAF4595099.1","XP_008599416.1",0,1036,0,1036
"GQ602_000713","BBA_06098","SUMO-conjugating enzyme ubc9","ubiquitin-conjugating enzyme E2-18 kDa","KAF4595100.1","XP_008599417.1",2.38e-98,278,1.7e-98,278
"GQ602_000714","BBA_06099","Pex19 protein","Pex19 family protein","KAF4595101.1","XP_008599418.1",2.32e-92,276,3.11e-104,306
"GQ602_000715","BBA_06100","hypothetical protein GQ602_000715","hypothetical protein BBA_06100","KAF4595102.1","XP_008599419.1",1.61e-34,122,9.63e-47,153
"GQ602_000716","BBA_02401","protein related to integral membrane protein PTH11","integral membrane protein PTH11","KAF4595103.1","XP_008595720.1",7.97e-29,113,4.17e-36,133
"GQ602_000717","BBA_09066","Protein kinase-like domain protein","metalloprotease-like protein","KAF4595104.1","XP_008602385.1",3.05e-38,150,1.76e-38,150
"GQ602_000719","BBA_06101","ubiquinone biosynthesis protein","ABC1 family protein","KAF4595106.1","XP_008599420.1",0,837,0,828
"GQ602_000720","BBA_02374","metalloprotease","metalloprotease-like protein","KAF4595107.1","XP_008595693.1",2.25e-47,159,3.29e-47,158
"GQ602_000721","BBA_06088","putative GTP-binding protein","GTP-binding protein","KAF4595108.1","XP_008599407.1",0,702,0,702
"GQ602_000722","BBA_06086","Transcriptional activator protein acu-15","glycerophosphoryl diester phosphodiesterase family protein","KAF4595109.1","XP_008599405.1",1.88e-36,132,1.32e-36,132
"GQ602_000724","BBA_06087","SET domain protein","SET domain-containing protein","KAF4595111.1","XP_008599406.1",3.54e-114,342,1.78e-109,330
"GQ602_000727","BBA_06089","tetratricopeptide-like helical","F-box domain-containing protein","KAF4595114.1","XP_008599408.1",4.73e-106,335,2.22e-108,341
"GQ602_000728","BBA_06085","RNA polymerase II transcription elongation factor Rtf1p","plus-3 domain-containing protein","KAF4595115.1","XP_008599404.1",0,634,0,701
"GQ602_000729","BBA_06084","Catabolite repression protein CAT5","ubiquinone biosynthesis protein CAT5","KAF4595116.1","XP_008599403.1",1.18e-120,341,9.2e-124,349
"GQ602_000730","BBA_06083","Phospholipase D1","phospholipase D","KAF4595117.1","XP_008599402.1",0,2005,0,2009
"GQ602_000731","BBA_06080","Delta(24(24(1)))-sterol reductase","ergosterol biosynthesis ERG4/ERG24 family protein","KAF4595118.1","XP_008599399.1",0,814,0,816
"GQ602_000732","BBA_06079","V-type proton ATPase proteolipid subunit","vacuolar ATP synthase 16 kDa proteolipid subunit","KAF4595119.1","XP_008599398.1",2.45e-102,289,1.74e-102,289
"GQ602_000733","BBA_06078","SacI domain protein","Synaptojanin","KAF4595120.1","XP_008599397.1",0,1174,0,1182
"GQ602_000734","BBA_06077","25S rRNA (uridine(2843)-N(3))-methyltransferase","Hypothetical protein BBA_06077","KAF4595121.1","XP_008599396.1",6.77e-77,239,7.21e-80,247
"GQ602_000735","BBA_03225","Transketolase","transaldolase-like protein","KAF4595122.1","XP_008596544.1",0,1249,0,1249
"GQ602_000736","BBA_06073","hypothetical protein GQ602_000736","hypothetical protein BBA_06073","KAF4595123.1","XP_008599392.1",3.38e-21,82.8,6.48e-22,84
"GQ602_000737","BBA_06074","CASC3/Barentsz domain-containing protein","extensin-like protein","KAF4595124.1","XP_008599393.1",1.34e-172,509,4.7e-170,503
"GQ602_000738","BBA_06072","ZZ type zinc finger domain-containing protein","ZZ type zinc finger domain-containing protein","KAF4595125.1","XP_008599391.1",0,794,0,783
"GQ602_000739","BBA_06069","nucleoporin nsp1","RanBP1 domain-containing protein","KAF4595126.1","XP_008599388.1",0,802,0,770
"GQ602_000740","BBA_06068","Tubulin gamma chain","gamma-tubulin","KAF4595127.1","XP_008599387.1",0,868,0,868
"GQ602_000741","BBA_06050","tubulin gamma chain","hypothetical protein BBA_06050","KAF4595128.1","XP_008599369.1",8.23e-12,53.9,7.23e-12,53.9
"GQ602_000742","BBA_06049","MYG1 protein","Metal-dependent protein hydrolase","KAF4595129.1","XP_008599368.1",2.39e-154,438,4.91e-148,422
"GQ602_000743","BBA_06048","hypothetical protein GQ602_000743","cAMP-regulated phosphoprotein family protein Igo1","KAF4595130.1","XP_008599367.1",4.29e-63,189,5.72e-64,191
"GQ602_000744","BBA_06046","Glutamate--cysteine ligase","glutamate-cysteine ligase","KAF4595131.1","XP_008599365.1",0,1066,0,1068
"GQ602_000745","BBA_06064","GATA-type sexual development transcription factor NsdD","GATA zinc finger protein","KAF4595132.1","XP_008599383.1",1.27e-135,394,4.26e-100,303
"GQ602_000747","BBA_06036","spermidine synthase","spermidine synthase","KAF4595134.1","XP_008599355.1",0,527,0,527
"GQ602_000748","BBA_06037","carbon-nitrogen hydrolase","carbon-nitrogen hydrolase","KAF4595135.1","XP_008599356.1",2.21e-125,362,7.8e-133,380
"GQ602_000749","BBA_06045","pre-mRNA splicing factor","hypothetical protein BBA_06045","KAF4595136.1","XP_008599364.1",6.91e-74,219,1.05e-73,218
"GQ602_000750","BBA_06044","phytanoyl-CoA dioxygenase family protein","phytanoyl-CoA dioxygenase","KAF4595137.1","XP_008599363.1",3.77e-136,388,7.4e-132,376
"GQ602_000751","BBA_06043","proteasome subunit alpha type 6","proteasome subunit alpha type 6","KAF4595138.1","XP_008599362.1",1.15e-63,208,8.93e-60,197
"GQ602_000752","BBA_06042","proteasome subunit alpha type 6","proteasome A-type and B-type","KAF4595139.1","XP_008599361.1",1.2e-176,484,8.57e-177,484
"GQ602_000753","BBA_06038","WD-repeat protein pop3","WD domain-containing protein","KAF4595140.1","XP_008599357.1",0,532,0,549
"GQ602_000754","BBA_06040","integral membrane protein","integral membrane protein","KAF4595141.1","XP_008599359.1",4.53e-59,178,3.49e-59,178
"GQ602_000755","BBA_06039","hypothetical protein GQ602_000755","hypothetical protein BBA_06039","KAF4595142.1","XP_008599358.1",9.46e-45,146,7.2e-45,146
"GQ602_000757","BBA_06067","IFRD domain-containing protein","IFRD domain-containing protein","KAF4595144.1","XP_008599386.1",0,550,0,566
"GQ602_000758","BBA_06051","Tubulin gamma chain","monocarboxylate transporter","KAF4595145.1","XP_008599370.1",5.85e-104,314,3.7e-104,314
"GQ602_000761","BBA_00726","glutamine synthetase","glutamine synthetase","KAF4595148.1","XP_008594045.1",0,610,0,610
"GQ602_000763","BBA_00723","ribosomal small subunit assembly protein","meiotic recombination protein DMC1","KAF4595150.1","XP_008594042.1",5.16e-138,392,9.23e-142,401
"GQ602_000765","BBA_00721","reduced viability upon starvation protein","BAR domain-containing protein","KAF4595152.1","XP_008594040.1",0,616,0,585
